Descriptor_Set,DR_Method,Clustering,ARI_vs_Baseline,N_Clusters,Silhouette,Davies_Bouldin
Minimal_10,Hierarchical,Hierarchical_4,0.4872986975247208,4,0.7719048857688904,0.28841310432327594
Minimal_10,PaCMAP,HDBSCAN,0.18071558583705288,14,0.7650618553161621,0.29405703716452986
Minimal_10,PCA,DBSCAN,-0.01818512250175165,1,,
Minimal_10,KMeans,KMeans_4,0.0782436426992368,4,0.45585058625673763,0.751173994054561
Minimal_10,KMeans,KMeans_6,0.08927790726174675,6,0.40349149768290044,0.8247512081591871
Minimal_10,Hierarchical,Hierarchical_4,0.07646807142181994,4,0.41525061631186955,0.8891285605277193
Minimal_10,PCA,HDBSCAN,0.08902725793048084,9,0.41516297649010403,0.5719974850537572
Minimal_10,t-SNE,DBSCAN,0.1122680245199366,5,0.38113316893577576,0.7173178875038053
Minimal_10,KMeans,KMeans_4,0.47432948687841875,4,0.6106743812561035,0.45576386538665886
Minimal_10,KMeans,KMeans_6,0.2935271390148523,6,0.5965828895568848,0.5299908132987499
Minimal_10,Hierarchical,Hierarchical_4,0.43722675722990184,4,0.6005516648292542,0.45660547591382944
Minimal_10,t-SNE,HDBSCAN,0.059619182706084954,7,0.40732821822166443,0.5987420901798817
Minimal_10,UMAP,DBSCAN,0.5011585061400219,5,0.7557048201560974,0.3072832487902432
Minimal_10,KMeans,KMeans_4,0.4660527191750239,4,0.6998976469039917,0.4051967784601612
Minimal_10,KMeans,KMeans_6,0.3172761631590312,6,0.8142975568771362,0.25040056134642175
Minimal_10,Hierarchical,Hierarchical_4,0.4660527191750239,4,0.6998976469039917,0.4051967784601612
Minimal_10,UMAP,HDBSCAN,0.24986945550891854,13,0.6877692937850952,0.33019287682744475
Extended,PaCMAP,PaCMAP_DBSCAN,1.0,4,0.6643189787864685,0.36289187700998987
Extended,KMeans,4,1.0,4,0.6643189787864685,0.36289187700998987
Extended,KMeans,6,0.4203816087942888,6,0.6816356182098389,0.41596559896609214
Extended,Hierarchical,4,1.0,4,0.6643189787864685,0.36289187700998987
Extended,PaCMAP,PaCMAP_HDBSCAN,0.10569713706559068,19,0.768426239490509,0.2917945617115103
Extended,PCA,PCA_DBSCAN,-0.01818512250175165,1,,
Extended,KMeans,4,0.05600975743142185,4,0.447776491138965,0.6391770005231654
Extended,KMeans,6,0.03525449921984587,6,0.493302448386749,0.5722705793610171
Extended,Hierarchical,4,-0.06295019962328609,4,0.4790967743066519,0.6083506548825829
Extended,PCA,PCA_HDBSCAN,0.09220770026715969,12,0.6461056322017847,0.4679092813042724
Extended,t-SNE,t-SNE_DBSCAN,0.39515740011576184,6,0.5026242733001709,0.5930217451983971
Extended,KMeans,4,0.31943747169256026,4,0.5756464600563049,0.5814286760384548
Extended,KMeans,6,0.2814937724350464,6,0.5581504702568054,0.5885368092737829
Extended,Hierarchical,4,0.2604723394088557,4,0.5658829808235168,0.5610757378826062
Extended,t-SNE,t-SNE_HDBSCAN,0.4105335130212798,9,0.446738600730896,0.5504289135286744
Extended,UMAP,UMAP_DBSCAN,0.9538988826249831,6,0.575802206993103,0.3401267856349936
Extended,KMeans,4,0.40193681973297024,4,0.5932113528251648,0.5383796717895049
Extended,KMeans,6,0.3707290926398596,6,0.6021056175231934,0.5166598445663091
Extended,Hierarchical,4,0.40308906043127785,4,0.5935882925987244,0.5386606333499615
Extended,UMAP,UMAP_HDBSCAN,0.5139915001228569,9,0.6867642402648926,0.309384597601214
MolecularProps_Only,PaCMAP,DBSCAN,0.0,1,,
MolecularProps_Only,KMeans,KMeans_4,0.17801871449734225,4,0.5057173371315002,0.7017911497574747
MolecularProps_Only,KMeans,KMeans_6,0.08919162524572458,6,0.5271947979927063,0.6429204531052016
MolecularProps_Only,Hierarchical,Hierarchical_4,0.14053903612250168,4,0.5880515575408936,0.5291780163601127
MolecularProps_Only,PaCMAP,HDBSCAN,0.035056371833585905,18,0.6320586204528809,0.38611096253587296
MolecularProps_Only,PCA,DBSCAN,-0.01818512250175165,1,,
MolecularProps_Only,KMeans,KMeans_4,-0.1460081886861731,4,0.48157499305050727,0.763167732735381
MolecularProps_Only,KMeans,KMeans_6,-0.017249798114144937,6,0.4922314411733076,0.6036946761065636
MolecularProps_Only,Hierarchical,Hierarchical_4,-0.016034366787737793,4,0.4865958696548969,0.6076542839164005
MolecularProps_Only,PCA,HDBSCAN,0.14226446139823673,13,0.5732876564830888,0.5840722752863081
MolecularProps_Only,t-SNE,DBSCAN,0.1396858888693136,3,0.544845461845398,0.5936774017808125
MolecularProps_Only,KMeans,KMeans_4,0.16994478084769704,4,0.48574888706207275,0.7003284889297086
MolecularProps_Only,KMeans,KMeans_6,0.12682587785910593,6,0.5475966930389404,0.5777799851946753
MolecularProps_Only,Hierarchical,Hierarchical_4,0.09491351494233316,4,0.5358184576034546,0.5806858947962902
MolecularProps_Only,t-SNE,HDBSCAN,0.14523344728733387,6,0.27185487747192383,0.6184168518274672
MolecularProps_Only,UMAP,DBSCAN,0.30096043481797363,2,0.7492793798446655,0.32554533903885713
MolecularProps_Only,KMeans,KMeans_4,0.1637960400424367,4,0.6121274828910828,0.596871838292049
MolecularProps_Only,KMeans,KMeans_6,0.12249068911755034,6,0.5319245457649231,0.7365116052388646
MolecularProps_Only,Hierarchical,Hierarchical_4,0.1226283941193855,4,0.6575043201446533,0.43045423797513527
MolecularProps_Only,UMAP,HDBSCAN,0.07649093143793956,19,0.6593276858329773,0.42615108954501946
Structural_Only,PaCMAP,DBSCAN,0.41663885485899416,3,0.6231431365013123,0.326407599728236
Structural_Only,KMeans,KMeans_4,0.23455635063529157,4,0.5445698499679565,0.6173160581717241
Structural_Only,KMeans,KMeans_6,0.1822527938369847,6,0.4991556704044342,0.6153211133716775
Structural_Only,Hierarchical,Hierarchical_4,0.23846884258789003,4,0.6444476246833801,0.39650836250900623
Structural_Only,PaCMAP,HDBSCAN,0.07784611495953683,19,0.7123421430587769,0.3568383789724913
Structural_Only,PCA,DBSCAN,-0.013774069502491985,1,,
Structural_Only,KMeans,KMeans_4,0.18162923705261028,4,0.5342975283819205,0.5950810751018509
Structural_Only,KMeans,KMeans_6,0.1379611004219344,6,0.5193993553350466,0.5240184591755016
Structural_Only,Hierarchical,Hierarchical_4,0.188686396073153,4,0.5324551597459047,0.5955688915499411
Structural_Only,PCA,HDBSCAN,0.2483128590395334,12,0.5738426432716327,0.5162767707672627
Structural_Only,t-SNE,DBSCAN,0.18018524241973732,9,0.25656285881996155,0.7156424853316751
Structural_Only,KMeans,KMeans_4,0.1738973314286587,4,0.5398963093757629,0.5821806120743748
Structural_Only,KMeans,KMeans_6,0.2094696968997838,6,0.49062907695770264,0.7127626789798671
Structural_Only,Hierarchical,Hierarchical_4,0.16065211656796202,4,0.5258419513702393,0.5947051628822357
Structural_Only,t-SNE,HDBSCAN,0.33286479915739353,2,0.5352270007133484,0.4549632193654135
Structural_Only,UMAP,DBSCAN,0.3487428827357156,5,0.6457296013832092,0.30571279579686705
Structural_Only,KMeans,KMeans_4,0.3570832633303703,4,0.7255925536155701,0.2957013876719306
Structural_Only,KMeans,KMeans_6,0.25101627347788363,6,0.5672588348388672,0.5658115862057623
Structural_Only,Hierarchical,Hierarchical_4,0.3570832633303703,4,0.7255925536155701,0.2957013876719306
Structural_Only,UMAP,HDBSCAN,0.282578688869119,11,0.5390251874923706,0.3545722183038675
Functional_Only,PaCMAP,DBSCAN,0.3040074411928738,9,0.8547475337982178,0.17137934834664154
Functional_Only,KMeans,KMeans_4,0.3191582413155993,4,0.6513224244117737,0.5500289648086214
Functional_Only,KMeans,KMeans_6,0.29062103720465965,6,0.7254826426506042,0.4166052620238514
Functional_Only,Hierarchical,Hierarchical_4,0.2277424040521104,4,0.665619432926178,0.5574104896537618
Functional_Only,PaCMAP,HDBSCAN,0.07244051428595702,24,0.8324680328369141,0.26850669006098477
Functional_Only,PCA,DBSCAN,-0.04378430270468451,2,0.7531666679077086,0.22558086181597584
Functional_Only,KMeans,KMeans_4,0.09589133450170664,4,0.5693880033622997,0.482031359727653
Functional_Only,KMeans,KMeans_6,0.20155832232064072,6,0.5354058309550325,0.44052281202665816
Functional_Only,Hierarchical,Hierarchical_4,0.193049530102635,4,0.5347771712428078,0.5245324030636672
Functional_Only,PCA,HDBSCAN,0.10898104641167093,20,0.8649982473971309,0.24051658029015077
Functional_Only,t-SNE,DBSCAN,-0.060406916142739596,14,1.0,5.027285120770114e-07
Functional_Only,KMeans,KMeans_4,0.26084662527692093,4,0.46851202845573425,0.7030231607249696
Functional_Only,KMeans,KMeans_6,0.26747314548023066,6,0.4199311435222626,0.7967247376542649
Functional_Only,Hierarchical,Hierarchical_4,0.3819976556418542,4,0.43846726417541504,0.7200070008880879
Functional_Only,t-SNE,HDBSCAN,0.08834887267586897,18,0.6549283266067505,0.46230668407559544
Functional_Only,UMAP,DBSCAN,0.1350439925940455,10,0.902912974357605,0.15471883719334598
Functional_Only,KMeans,KMeans_4,0.19418320820943488,4,0.590360164642334,0.6836880935366563
Functional_Only,KMeans,KMeans_6,0.2500388238115702,6,0.7039760947227478,0.5221296872265425
Functional_Only,Hierarchical,Hierarchical_4,0.19806582313613574,4,0.6268846988677979,0.548457416707503
Functional_Only,UMAP,HDBSCAN,0.09067238184882775,17,0.8253862261772156,0.22309646623600707
MACCS_Keys,PaCMAP,DBSCAN,0.11399574056085758,8,0.8808831572532654,0.13328596349591681
MACCS_Keys,KMeans,KMeans_4,0.05002043221808954,4,0.7026664614677429,0.5502623115241422
MACCS_Keys,KMeans,KMeans_6,0.09025199906134983,6,0.8109096884727478,0.4718448490961182
MACCS_Keys,Hierarchical,Hierarchical_4,0.0481907214149319,4,0.7036741375923157,0.5497789273167379
MACCS_Keys,PaCMAP,HDBSCAN,0.08613848437624642,21,0.7566143870353699,0.31606661509008593
MACCS_Keys,PCA,DBSCAN,-0.04740346845169331,2,0.5564759218216772,0.4012802875342372
MACCS_Keys,KMeans,KMeans_4,0.01796296327453378,4,0.6649091286824753,0.4472663346466444
MACCS_Keys,KMeans,KMeans_6,-0.0011268710132092546,6,0.6399914485592221,0.48939467484161403
MACCS_Keys,Hierarchical,Hierarchical_4,0.019617210298489285,4,0.6586109431244016,0.4446222065440173
MACCS_Keys,PCA,HDBSCAN,0.09109357171178116,20,0.6443350930140818,0.3862787815902924
MACCS_Keys,t-SNE,DBSCAN,0.030682623036361656,9,1.0,2.8783648888252165e-07
MACCS_Keys,KMeans,KMeans_4,0.10352918610655173,4,0.44461295008659363,0.74298601932679
MACCS_Keys,KMeans,KMeans_6,0.16881611110176462,6,0.43235692381858826,0.7830199498752709
MACCS_Keys,Hierarchical,Hierarchical_4,0.0941925403807351,4,0.40887174010276794,0.9300375035243132
MACCS_Keys,t-SNE,HDBSCAN,0.09289295364188553,17,0.5813729166984558,0.4434282571048755
MACCS_Keys,UMAP,DBSCAN,0.1367349606327048,16,0.9043763279914856,0.12002391771394476
MACCS_Keys,KMeans,KMeans_4,0.12871089541598038,4,0.617411196231842,0.6275874008555177
MACCS_Keys,KMeans,KMeans_6,0.19717437527145995,6,0.6798374652862549,0.5372147700875206
MACCS_Keys,Hierarchical,Hierarchical_4,0.15351311348356902,4,0.6367537379264832,0.6022783649167347
MACCS_Keys,UMAP,HDBSCAN,0.09365411971661569,20,0.8891026973724365,0.14343054949262404
Morgan_FP,PaCMAP,DBSCAN,0.11691184007574089,5,0.4469241499900818,0.3830273666640412
Morgan_FP,KMeans,KMeans_4,0.10318199328436968,4,0.6294444799423218,0.4119434839811364
Morgan_FP,KMeans,KMeans_6,0.08302058757190062,6,0.6060630083084106,0.4495076520268105
Morgan_FP,Hierarchical,Hierarchical_4,0.10347515026839144,4,0.6298893690109253,0.4058411199228785
Morgan_FP,PaCMAP,HDBSCAN,0.06651094408663084,21,0.7906695604324341,0.2921541521982779
Morgan_FP,PCA,DBSCAN,-0.0225054171923342,1,,
Morgan_FP,KMeans,KMeans_4,0.21340470524445876,4,0.5371453454915276,0.4742692366939842
Morgan_FP,KMeans,KMeans_6,0.1716285070827887,6,0.5517602730002944,0.5567844873687716
Morgan_FP,Hierarchical,Hierarchical_4,0.18683053988109588,4,0.5313271503714836,0.4467085977096411
Morgan_FP,PCA,HDBSCAN,0.12304526404881545,20,0.7808084955813884,0.31335262372341743
Morgan_FP,t-SNE,DBSCAN,0.12783555165534996,10,1.0,1.5952919940687345e-07
Morgan_FP,KMeans,KMeans_4,0.17509232350701084,4,0.3825516998767853,0.9096029547840104
Morgan_FP,KMeans,KMeans_6,0.13344404971085064,6,0.37405264377593994,0.9054050407118246
Morgan_FP,Hierarchical,Hierarchical_4,0.008580114555782148,4,0.32680779695510864,0.9414049850701034
Morgan_FP,t-SNE,HDBSCAN,0.12271268769711251,20,0.7005496621131897,0.5437991069221401
Morgan_FP,UMAP,DBSCAN,0.22739800171842944,13,0.8166784644126892,0.19839898212316912
Morgan_FP,KMeans,KMeans_4,0.19120170919957788,4,0.7288501262664795,0.4816730906320701
Morgan_FP,KMeans,KMeans_6,0.25984872633506034,6,0.7656199932098389,0.3763974084977966
Morgan_FP,Hierarchical,Hierarchical_4,0.20149038447235748,4,0.7118051648139954,0.5793282786257371
Morgan_FP,UMAP,HDBSCAN,0.15239503451855063,17,0.8706193566322327,0.14683537875031874
